multi-process
multiprocess: 41.77098410000326
         908427 function calls (763618 primitive calls) in 44.810 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 iterators.py:5(<module>)
        1    0.000    0.000    0.000    0.000 rop.py:385(ROP)
        1    0.000    0.000    0.000    0.000 io_controller.py:14(IoController)
        1    0.000    0.000    0.000    0.000 sections.py:18(Section)
        1    0.000    0.000    0.005    0.005 configparser.py:522(LegacyInterpolation)
        1    0.000    0.000    0.005    0.005 keymap.py:11(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:1377(Logger)
        1    0.000    0.000    0.000    0.000 inspect.py:2730(Signature)
        1    0.000    0.000    0.000    0.000 ssl.py:446(_ASN1Object)
        1    0.000    0.000    0.000    0.000 datetime.py:469(timedelta)
        1    0.000    0.000    0.000    0.000 context.py:203(reducer)
        1    0.000    0.000    0.000    0.000 quopri.py:3(<module>)
        2    0.000    0.000    0.000    0.000 container.py:9(decorator)
        1    0.000    0.000    0.004    0.004 configparser.py:448(ExtendedInterpolation)
        1    0.000    0.000    0.000    0.000 configparser.py:644(sections)
        1    0.000    0.000    0.000    0.000 ARM_Instructions.py:1(<module>)
        1    0.000    0.000    0.000    0.000 core.py:22(SwitchError)
        1    0.000    0.000    0.000    0.000 typing.py:1534(SupportsComplex)
        1    0.000    0.000    0.000    0.000 threading.py:900(_set_native_id)
        1    0.000    0.000    0.000    0.000 _collections_abc.py:406(__subclasshook__)
        1    0.000    0.000    0.000    0.000 calendar.py:69(_localized_day)
        1    0.000    0.000    0.000    0.000 _common.py:616(__init__)
        1    0.000    0.000    0.000    0.000 datatypes.py:609(elf_prstatus_i386)
        1    0.000    0.000    0.000    0.000 datatypes.py:614(elf_prstatus_amd64)
        2    0.000    0.000    0.000    0.000 datatypes.py:657(siginfo_t)
        1    0.000    0.000    0.000    0.000 threading.py:222(__init__)
        1    0.000    0.000    0.000    0.000 protocol.py:1(<module>)
        1    0.000    0.000    0.000    0.000 keyconsts.py:147(<dictcomp>)
        1    0.000    0.000    0.000    0.000 __init__.py:2132(NullHandler)
        1    0.000    0.000    0.000    0.000 threading.py:376(Semaphore)
        1    0.000    0.000    0.000    0.000 _collections_abc.py:672(keys)
        1    0.000    0.000    0.000    0.000 __about__.py:4(<module>)
        1    0.000    0.000    0.000    0.000 charset.py:167(Charset)
        2    0.000    0.000    0.000    0.000 _common.py:750(get_procfs_path)
        1    0.000    0.000    0.000    0.000 __init__.py:985(log_console)
        2    0.000    0.000    0.000    0.000 {method 'acquire' of '_thread.lock' objects}
        2    0.000    0.000    0.000    0.000 {built-in method sys.getfilesystemencoding}
        1    0.000    0.000    0.000    0.000 message.py:945(MIMEPart)
        1    0.000    0.000    0.000    0.000 datatypes.py:650(elf_prpsinfo_32)
        1    0.000    0.000    0.000    0.000 log.py:487(Handler)
        1    0.000    0.000    0.000    0.000 client.py:106(<dictcomp>)
        1    0.000    0.000    0.000    0.000 construct_utils.py:15(RepeatUntilExcluding)
        1    0.000    0.000    0.000    0.000 datatypes.py:512(user_regs_struct_i386)
        1    0.000    0.000    0.000    0.000 selectors.py:341(_PollLikeSelector)
        1    0.000    0.000    0.000    0.000 memleak.py:19(MemLeak)
        1    0.000    0.000    0.000    0.000 datatypes.py:538(user_regs_struct_amd64)
        2    0.000    0.000    0.000    0.000 {built-in method atexit.register}
        1    0.000    0.000    0.000    0.000 subprocess.py:136(TimeoutExpired)
        1    0.000    0.000    0.000    0.000 datatypes.py:620(elf_prstatus_arm)
        1    0.000    0.000    0.000    0.000 gzip.py:120(GzipFile)
        1    0.000    0.000    0.002    0.002 _parser.py:575(__init__)
        2    0.000    0.000    0.000    0.000 container.py:8(recursion_lock)
        2    0.000    0.000    0.000    0.000 text.py:55(when)
        1    0.000    0.000    0.000    0.000 bz2.py:30(BZ2File)
        1    0.000    0.000    0.000    0.000 _policybase.py:41(__init__)
        1    0.000    0.000    0.000    0.000 structs.py:20(ELFStructs)
        2    0.000    0.000    0.000    0.000 __init__.py:75(__init__)
        1    0.000    0.000    0.000    0.000 subprocess.py:935(__del__)
        2    0.000    0.000    0.000    0.000 {built-in method maketrans}
        1    0.000    0.000    0.000    0.000 xor.py:13(ArmXorEncoder)
        1    0.000    0.000    0.000    0.000 core.py:32(Construct)
        2    0.000    0.000    0.000    0.000 _collections_abc.py:698(__init__)
        1    0.000    0.000    0.000    0.000 version.py:461(_parse_local_version)
        1    0.000    0.000    0.000    0.000 configparser.py:297(ParsingError)
        1    0.000    0.000    0.000    0.000 datatypes.py:623(elf_prstatus_aarch64)
        1    0.000    0.000    0.000    0.000 datatypes.py:653(elf_prpsinfo_64)
        1    0.000    0.000    0.003    0.003 configparser.py:1307(ConverterMapping)
        1    0.000    0.000    0.000    0.000 threading.py:261(_is_owned)
        1    0.000    0.000    0.000    0.000 warnings.py:481(__exit__)
        1    0.000    0.000    0.003    0.003 update.py:188(check_automatically)
        1    0.000    0.000    0.000    0.000 __init__.py:314(CDLL)
        1    0.000    0.000    0.000    0.000 typing.py:1564(SupportsAbs)
        1    0.000    0.000    0.000    0.000 remote.py:138(udp)
        1    0.000    0.000    0.000    0.000 typing.py:1524(SupportsFloat)
        1    0.000    0.000    0.000    0.000 elffile.py:38(ELFFile)
        1    0.000    0.000    0.000    0.000 gzip.py:74(_PaddedFile)
        1    0.000    0.000    0.000    0.000 _collections_abc.py:676(items)
        1    0.000    0.000    0.000    0.000 _parser.py:1377(_tzparser)
        1    0.000    0.000    0.000    0.000 adb.py:229(AdbDevice)
        1    0.000    0.000    0.000    0.000 buffer.py:8(Buffer)
        1    0.000    0.000    0.000    0.000 __init__.py:238(Module)
        1    0.000    0.000    0.001    0.001 typing.py:795(_VariadicGenericAlias)
        1    0.000    0.000    0.000    0.000 log.py:161(Progress)
        1    0.000    0.000    0.000    0.000 socks.py:74(ProxyConnectionError)
        2    0.000    0.000    0.000    0.000 calendar.py:74(__init__)
        1    0.000    0.000    0.000    0.000 calendar.py:154(__init__)
        1    0.000    0.000    0.000    0.000 threading.py:896(_set_ident)
        2    0.000    0.000    0.000    0.000 __init__.py:99(CFunctionType)
        1    0.000    0.000    0.000    0.000 genericpath.py:53(getmtime)
        1    0.000    0.000    0.000    0.000 base_mutator.py:1(BaseMutator)
        1    0.000    0.000    0.000    0.000 typing.py:1574(SupportsRound)
        1    0.000    0.000    0.000    0.000 corefile.py:147(Mapping)
        1    0.000    0.000    0.000    0.000 serialposix.py:755(VTIMESerial)
        1    0.000    0.000    0.000    0.000 fmtstr.py:161(AtomWrite)
        1    0.000    0.000    0.001    0.001 typing.py:842(Generic)
        1    0.000    0.000    0.000    0.000 __init__.py:110(__init__)
        2    0.000    0.000    0.000    0.000 __init__.py:433(__init__)
        1    0.000    0.000    0.000    0.000 typing.py:1544(SupportsBytes)
        1    0.000    0.000    0.000    0.000 _pslinux.py:565(<listcomp>)
        1    0.000    0.000    0.000    0.000 constant.py:1(<module>)
        1    0.000    0.000    0.000    0.000 connection.py:432(Listener)
        1    0.000    0.000    0.000    0.000 typing.py:1554(SupportsIndex)
        1    0.000    0.000    0.000    0.000 client.py:1078(GzipDecodedResponse)
        1    0.000    0.000    0.000    0.000 lzma.py:38(LZMAFile)
        2    0.000    0.000    0.000    0.000 calendar.py:55(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:62(init)
        2    0.000    0.000    0.000    0.000 version.py:346(pre)
        1    0.000    0.000    0.000    0.000 _parser.py:247(parserinfo)
        1    0.000    0.000    0.000    0.000 core.py:994(OnDemand)
        1    0.000    0.000    0.000    0.000 __init__.py:392(PyDLL)
        2    0.000    0.000    0.000    0.000 {method 'lstrip' of 'str' objects}
        2    0.000    0.000    0.000    0.000 version.py:357(dev)
        1    0.000    0.000    0.000    0.000 calendar.py:52(<listcomp>)
        2    0.000    0.000    0.000    0.000 {method 'toordinal' of 'datetime.date' objects}
        1    0.000    0.000    0.000    0.000 locationlists.py:72(LocationParser)
        1    0.000    0.000    0.000    0.000 dynamic.py:73(Dynamic)
        1    0.000    0.000    0.000    0.000 container.py:22(Container)
        1    0.000    0.000    0.000    0.000 datatypes.py:292(Elf32_Ehdr)
        1    0.000    0.000    0.000    0.000 core.py:604(Struct)
        1    0.000    0.000    0.000    0.000 {built-in method _thread.get_native_id}
        1    0.000    0.000    0.000    0.000 feedparser.py:136(FeedParser)
        1    0.000    0.000    0.000    0.000 safeeval.py:1(<module>)
        2    0.000    0.000    0.000    0.000 __init__.py:528(<dictcomp>)
        1    0.000    0.000    0.000    0.000 connection.py:348(Connection)
        1    0.000    0.000    0.000    0.000 os.py:1071(__subclasshook__)
        1    0.000    0.000    0.000    0.000 ssh.py:294(ssh_process)
        1    0.000    0.000    0.000    0.000 gzip.py:387(_GzipReader)
        1    0.000    0.000    0.000    0.000 dwarfinfo.py:57(DWARFInfo)
        1    0.000    0.000    0.000    0.000 __init__.py:1256(Manager)
        1    0.000    0.000    0.000    0.000 typing.py:1742(<dictcomp>)
        1    0.000    0.000    0.000    0.000 _parseaddr.py:203(AddrlistClass)
        1    0.000    0.000    0.001    0.001 text.py:59(when)
        1    0.000    0.000    0.000    0.000 {built-in method utcfromtimestamp}
        1    0.000    0.000    0.000    0.000 version.py:106(LegacyVersion)
        1    0.000    0.000    0.000    0.000 client.py:380(Binary)
        1    0.000    0.000    0.000    0.000 _pslinux.py:753(__init__)
        1    0.000    0.000    0.000    0.000 sock.py:14(sock)
        1    0.000    0.000    0.000    0.000 client.py:1426(IncompleteRead)
        1    0.000    0.000    0.000    0.000 datatypes.py:308(Elf64_Ehdr)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_md5}
        2    0.000    0.000    0.000    0.000 __init__.py:525(LocalContext)
        1    0.000    0.000    0.000    0.000 tempfile.py:589(_TemporaryFileWrapper)
        1    0.000    0.000    0.000    0.000 sections.py:278(ARMAttribute)
        1    0.000    0.000    0.000    0.000 __init__.py:510(Formatter)
        1    0.000    0.000    0.000    0.000 subprocess.py:426(__init__)
        1    0.000    0.000    0.000    0.000 pool.py:739(ApplyResult)
        1    0.000    0.000    0.000    0.000 threading.py:573(Barrier)
        1    0.000    0.000    0.000    0.000 interval.py:30(Interval)
        1    0.000    0.000    0.000    0.000 client.py:1117(Transport)
        1    0.000    0.000    0.000    0.000 bdb.py:660(Breakpoint)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha1}
        1    0.000    0.000    0.000    0.000 traceback.py:440(TracebackException)
        1    0.000    0.000    0.000    0.000 _common.py:611(_WrapNumbers)
        1    0.000    0.000    0.000    0.000 keymap.py:10(Keymap)
        1    0.000    0.000    0.000    0.000 threading.py:210(Condition)
        1    0.000    0.000    0.000    0.000 {built-in method time.localtime}
        1    0.000    0.000    0.000    0.000 dynamic.py:36(DynamicTag)
        1    0.000    0.000    0.000    0.000 code.py:162(InteractiveConsole)
        1    0.000    0.000    0.000    0.000 device.py:2(<module>)
        1    0.000    0.000    0.000    0.000 container.py:112(LazyContainer)
        1    0.000    0.000    0.000    0.000 client.py:820(_MultiCallMethod)
        1    0.000    0.000    0.000    0.000 shlex.py:19(shlex)
        1    0.000    0.000    0.000    0.000 gnuversions.py:193(GNUVerSymSection)
        1    0.000    0.000    0.000    0.000 process.py:356(_ParentProcess)
        1    0.000    0.000    0.000    0.000 adapters.py:239(TunnelAdapter)
        1    0.000    0.000    0.000    0.000 threading.py:94(_RLock)
        1    0.000    0.000    0.000    0.000 tarfile.py:567(_StreamProxy)
        1    0.000    0.000    0.000    0.000 pickle.py:200(_Framer)
        1    0.000    0.000    0.000    0.000 datatypes.py:451(Elf_HashTable)
        1    0.000    0.000    0.000    0.000 cmd.py:52(Cmd)
        1    0.000    0.000    0.000    0.000 datetime.py:1141(tzinfo)
        1    0.000    0.000    0.000    0.000 {built-in method posix.urandom}
        1    0.000    0.000    0.000    0.000 serialposix.py:720(PosixPollSerial)
        1    0.000    0.000    0.000    0.000 _parser.py:400(_ymd)
        1    0.000    0.000    0.000    0.000 sections.py:377(ARMAttributesSubsection)
        1    0.000    0.000    0.000    0.000 remote.py:133(tcp)
        1    0.000    0.000    0.000    0.000 queue.py:27(Queue)
        1    0.000    0.000    0.000    0.000 threading.py:494(Event)
        1    0.000    0.000    0.000    0.000 {built-in method _ctypes.dlopen}
        1    0.000    0.000    0.000    0.000 threading.py:1230(Timer)
        1    0.000    0.000    0.000    0.000 datatypes.py:377(_U__Elf64_Dyn)
        1    0.000    0.000    0.000    0.000 configparser.py:1192(ConfigParser)
        1    0.000    0.000    0.000    0.000 string.py:80(Template)
        1    0.000    0.000    0.000    0.000 {method 'fileno' of '_io.TextIOWrapper' objects}
        1    0.000    0.000    0.000    0.000 tz.py:328(_ttinfo)
        1    0.000    0.000    0.000    0.000 popen_fork.py:12(Popen)
        1    0.000    0.000    0.000    0.000 encoder.py:17(Encoder)
        1    0.000    0.000    0.000    0.000 encoder.py:73(JSONEncoder)
        1    0.000    0.000    0.000    0.000 typing.py:1980(re)
        1    0.000    0.000    0.000    0.000 header.py:541(_Accumulator)
        1    0.000    0.000    0.000    0.000 bootloader.py:29(BootloaderImage)
        1    0.000    0.000    0.000    0.000 structs.py:20(DWARFStructs)
        1    0.000    0.000    0.000    0.000 adapters.py:219(CStringAdapter)
        1    0.000    0.000    0.000    0.000 serialtube.py:16(serialtube)
        1    0.000    0.000    0.000    0.000 random.py:103(__init_subclass__)
        1    0.000    0.000    0.000    0.000 util.py:345(ForkAwareThreadLock)
        1    0.000    0.000    0.000    0.000 parse.py:143(_NetlocResultMixinBase)
        1    0.000    0.000    0.000    0.000 adapters.py:310(ConstAdapter)
        1    0.000    0.000    0.000    0.000 debug.py:13(Probe)
        1    0.000    0.000    0.000    0.000 enum.py:346(__iter__)
        1    0.000    0.000    0.000    0.000 _pslinux.py:741(Connections)
        1    0.000    0.000    0.000    0.000 tempfile.py:262(_RandomNameSequence)
        1    0.000    0.000    0.000    0.000 header.py:179(Header)
        1    0.000    0.000    0.000    0.000 ret2dlresolve.py:160(Elf64_Sym)
        1    0.000    0.000    0.000    0.000 datatypes.py:539(<listcomp>)
        1    0.000    0.000    0.000    0.000 selectors.py:290(SelectSelector)
        1    0.000    0.000    0.000    0.000 _policybase.py:18(_PolicyBase)
        1    0.000    0.000    0.000    0.000 client.py:1346(HTTPSConnection)
        1    0.000    0.000    0.000    0.000 ret2dlresolve.py:211(Ret2dlresolvePayload)
        1    0.000    0.000    0.000    0.000 calendar.py:589(LocaleHTMLCalendar)
        1    0.000    0.000    0.000    0.000 parse.py:353(_fix_result_transcoding)
        1    0.000    0.000    0.000    0.000 client.py:290(DateTime)
        1    0.000    0.000    0.000    0.000 feedparser.py:45(BufferedSubFile)
        1    0.000    0.000    0.000    0.000 decoder.py:254(JSONDecoder)
        1    0.000    0.000    0.000    0.000 bitstream.py:47(BitStreamWriter)
        1    0.000    0.000    0.000    0.000 __init__.py:46(_defaultdict)
        1    0.000    0.000    0.000    0.000 reduction.py:33(ForkingPickler)
        1    0.000    0.000    0.000    0.000 {built-in method sys.exc_info}
        1    0.000    0.000    0.000    0.000 elf.py:93(Function)
        1    0.000    0.000    0.000    0.000 warnings.py:441(__init__)
        1    0.000    0.000    0.000    0.000 _collections_abc.py:72(_check_methods)
        1    0.000    0.000    0.000    0.000 version.py:67(_BaseVersion)
        1    0.000    0.000    0.000    0.000 header.py:413(_ValueFormatter)
        1    0.000    0.000    0.000    0.000 client.py:1389(ServerProxy)
        1    0.000    0.000    0.000    0.000 maps.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ssh.py:460(ssh_listener)
        1    0.000    0.000    0.000    0.000 __init__.py:230(<listcomp>)
        1    0.000    0.000    0.000    0.000 traceback.py:227(FrameSummary)
        1    0.000    0.000    0.000    0.000 selectors.py:442(EpollSelector)
        1    0.000    0.000    0.000    0.000 client.py:170(HTTPMessage)
        1    0.000    0.000    0.000    0.000 calendar.py:72(<listcomp>)
        1    0.000    0.000    0.000    0.000 timeit.py:82(Timer)
        1    0.000    0.000    0.000    0.000 hex.py:27(HexString)
        1    0.000    0.000    0.000    0.000 configparser.py:1237(SectionProxy)
        1    0.000    0.000    0.000    0.000 device.py:2(Device)
        1    0.000    0.000    0.000    0.000 __init__.py:1038(StreamHandler)
        1    0.000    0.000    0.000    0.000 __init__.py:1190(_StderrHandler)
        1    0.000    0.000    0.000    0.000 pool.py:913(ThreadPool)
        1    0.000    0.000    0.000    0.000 relocation.py:47(RelocationTable)
        1    0.000    0.000    0.000    0.000 core.py:16(AdaptationError)
        1    0.000    0.000    0.000    0.000 tempfile.py:904(TemporaryDirectory)
        1    0.000    0.000    0.000    0.000 tempfile.py:546(_TemporaryFileCloser)
        1    0.000    0.000    0.000    0.000 core.py:360(MetaField)
        1    0.000    0.000    0.000    0.000 listen.py:14(listen)
        1    0.000    0.000    0.000    0.000 __init__.py:181(Thread)
        1    0.000    0.000    0.000    0.000 pickle.py:263(_Unframer)
        1    0.000    0.000    0.000    0.000 {method 'union' of 'set' objects}
        1    0.000    0.000    0.000    0.000 constants.py:10(E_FLAGS)
        1    0.000    0.000    0.000    0.000 adapters.py:336(SlicingAdapter)
        1    0.000    0.000    0.000    0.000 selectors.py:60(_SelectorMapping)
        1    0.000    0.000    0.000    0.000 datatypes.py:513(<listcomp>)
        1    0.000    0.000    0.000    0.000 server.py:15(server)
        1    0.000    0.000    0.000    0.000 csv.py:23(Dialect)
        1    0.000    0.000    0.000    0.000 selectors.py:206(_BaseSelectorImpl)
        1    0.000    0.000    0.000    0.000 parser.py:79(BytesParser)
        1    0.000    0.000    0.000    0.000 callframe.py:19(CallFrameInfo)
        1    0.000    0.000    0.000    0.000 dynamic.py:213(DynamicSegment)
        1    0.000    0.000    0.000    0.000 datatypes.py:344(Elf32_Shdr)
        1    0.000    0.000    0.000    0.000 key.py:109(Key)
        1    0.000    0.000    0.000    0.000 __init__.py:1261(__init__)
        1    0.000    0.000    0.000    0.000 pool.py:150(_PoolCache)
        1    0.000    0.000    0.000    0.000 _structures.py:7(InfinityType)
        1    0.000    0.000    0.000    0.000 call.py:199(Call)
        1    0.000    0.000    0.000    0.000 die.py:42(DIE)
        1    0.000    0.000    0.000    0.000 sections.py:435(ARMAttributesSection)
        1    0.000    0.000    0.000    0.000 six.py:164(_SixMetaPathImporter)
        1    0.000    0.000    0.000    0.000 socks.py:70(GeneralProxyError)
        1    0.000    0.000    0.000    0.000 queue.py:255(_PySimpleQueue)
        1    0.000    0.000    0.000    0.000 typing.py:290(_Immutable)
        1    0.000    0.000    0.000    0.000 compileunit.py:13(CompileUnit)
        1    0.000    0.000    0.000    0.000 code.py:15(InteractiveInterpreter)
        1    0.000    0.000    0.000    0.000 adapters.py:405(Validator)
        1    0.000    0.000    0.000    0.000 six.py:173(__init__)
        1    0.000    0.000    0.000    0.000 csv.py:165(Sniffer)
        1    0.000    0.000    0.000    0.000 selectors.py:433(PollSelector)
        1    0.000    0.000    0.000    0.000 <string>:1(<module>)
        1    0.000    0.000    0.000    0.000 parser.py:126(BytesHeaderParser)
        1    0.000    0.000    0.000    0.000 delta.py:7(amd64DeltaEncoder)
        1    0.000    0.000    0.000    0.000 relocation.py:18(Relocation)
        1    0.000    0.000    0.000    0.000 core.py:729(Union)
        1    0.000    0.000    0.000    0.000 serialutil.py:94(SerialTimeoutException)
        1    0.000    0.000    0.000    0.000 pprint.py:77(_safe_key)
        1    0.000    0.000    0.000    0.000 pool.py:80(MaybeEncodingError)
        1    0.000    0.000    0.000    0.000 _structures.py:48(NegativeInfinityType)
        1    0.000    0.000    0.000    0.000 _typing.py:1(<module>)
        1    0.000    0.000    0.000    0.000 filepointer.py:94(FileStructure)
        1    0.000    0.000    0.000    0.000 client.py:1346(SafeTransport)
        1    0.000    0.000    0.000    0.000 sections.py:247(NoteSection)
        1    0.000    0.000    0.000    0.000 core.py:248(Subconstruct)
        1    0.000    0.000    0.000    0.000 core.py:539(RepeatUntil)
        1    0.000    0.000    0.000    0.000 core.py:672(Sequence)
        1    0.000    0.000    0.000    0.000 tarfile.py:303(_LowLevelFile)
        1    0.000    0.000    0.000    0.000 key.py:48(Matcher)
        1    0.000    0.000    0.000    0.000 args.py:84(isident)
        1    0.000    0.000    0.000    0.000 __init__.py:471(StringTemplateStyle)
        1    0.000    0.000    0.000    0.000 csv.py:130(DictWriter)
        1    0.000    0.000    0.000    0.000 pool.py:829(IMapIterator)
        1    0.000    0.000    0.000    0.000 socket.py:626(SocketIO)
        1    0.000    0.000    0.000    0.000 client.py:187(Error)
        1    0.000    0.000    0.000    0.000 gnuversions.py:54(GNUVersionSection)
        1    0.000    0.000    0.000    0.000 adapters.py:60(MappingAdapter)
        1    0.000    0.000    0.000    0.000 core.py:959(Peek)
        1    0.000    0.000    0.000    0.000 bitstream.py:3(BitStreamReader)
        1    0.000    0.000    0.000    0.000 ssh.py:419(ssh_connecter)
        1    0.000    0.000    0.000    0.000 serialutil.py:90(SerialException)
        1    0.000    0.000    0.000    0.000 configparser.py:1224(SafeConfigParser)
        1    0.000    0.000    0.000    0.000 socks.py:214(_BaseSocket)
        1    0.000    0.000    0.000    0.000 __init__.py:1121(FileHandler)
        1    0.000    0.000    0.000    0.000 __init__.py:1214(PlaceHolder)
        1    0.000    0.000    0.000    0.000 threading.py:1177(_make_invoke_excepthook)
        1    0.000    0.000    0.000    0.000 parse.py:180(_NetlocResultMixinStr)
        1    0.000    0.000    0.000    0.000 parser.py:16(Parser)
        1    0.000    0.000    0.000    0.000 rop.py:330(DescriptiveStack)
        1    0.000    0.000    0.000    0.000 tz.py:1475(GettzFunc)
        1    0.000    0.000    0.000    0.000 _factories.py:13(__call__)
        1    0.000    0.000    0.000    0.000 adapters.py:423(OneOf)
        1    0.000    0.000    0.000    0.000 core.py:267(Adapter)
        1    0.000    0.000    0.000    0.000 core.py:303(StaticField)
        1    0.000    0.000    0.000    0.000 core.py:841(Select)
        1    0.000    0.000    0.000    0.000 core.py:1186(Value)
        1    0.000    0.000    0.000    0.000 core.py:1248(LazyBound)
        1    0.000    0.000    0.000    0.000 __future__.py:80(_Feature)
        1    0.000    0.000    0.000    0.000 tz.py:874(tzrange)
        1    0.000    0.000    0.000    0.000 _factories.py:9(__init__)
        1    0.000    0.000    0.000    0.000 calendar.py:410(HTMLCalendar)
        1    0.000    0.000    0.000    0.000 segments.py:15(Segment)
        1    0.000    0.000    0.000    0.000 gnuversions.py:128(GNUVerNeedSection)
        1    0.000    0.000    0.000    0.000 adapters.py:131(StringAdapter)
        1    0.000    0.000    0.000    0.000 core.py:1036(Buffered)
        1    0.000    0.000    0.000    0.000 __init__.py:767(Filterer)
        1    0.000    0.000    0.000    0.000 util.py:159(Finalize)
        1    0.000    0.000    0.000    0.000 calendar.py:293(TextCalendar)
        1    0.000    0.000    0.000    0.000 namelut.py:20(NameLUT)
        1    0.000    0.000    0.000    0.000 datatypes.py:334(Elf64_Phdr)
        1    0.000    0.000    0.000    0.000 datatypes.py:386(Elf32_Sym)
        1    0.000    0.000    0.000    0.000 core.py:395(MetaArray)
        1    0.000    0.000    0.000    0.000 core.py:444(Range)
        1    0.000    0.000    0.000    0.000 core.py:917(Pointer)
        1    0.000    0.000    0.000    0.000 tarfile.py:290(EOFHeaderError)
        1    0.000    0.000    0.000    0.000 six.py:124(_LazyModule)
        1    0.000    0.000    0.000    0.000 __init__.py:688(BufferingFormatter)
        1    0.000    0.000    0.000    0.000 decoder.py:20(JSONDecodeError)
        1    0.000    0.000    0.000    0.000 {method 'values' of 'mappingproxy' objects}
        1    0.000    0.000    0.000    0.000 {built-in method posix.confstr}
        1    0.000    0.000    0.000    0.000 bufferoverflow_mutator.py:7(BufOverflowMutator)
        1    0.000    0.000    0.000    0.000 xor.py:26(i386XorEncoder)
        1    0.000    0.000    0.000    0.000 adb.py:1152(Property)
        1    0.000    0.000    0.000    0.000 locationlists.py:18(LocationLists)
        1    0.000    0.000    0.000    0.000 segments.py:100(NoteSegment)
        1    0.000    0.000    0.000    0.000 sections.py:143(SymbolTableSection)
        1    0.000    0.000    0.000    0.000 datatypes.py:324(Elf32_Phdr)
        1    0.000    0.000    0.000    0.000 datatypes.py:409(Elf64_Link_Map)
        1    0.000    0.000    0.000    0.000 core.py:1081(Restream)
        1    0.000    0.000    0.000    0.000 __init__.py:1298(Popen)
        1    0.000    0.000    0.000    0.000 __init__.py:272(LogRecord)
        1    0.000    0.000    0.000    0.000 string.py:57(_TemplateMetaclass)
        1    0.000    0.000    0.000    0.000 context.py:278(SpawnProcess)
        1    0.000    0.000    0.000    0.000 typing.py:539(TypeVar)
        1    0.000    0.000    0.000    0.000 parse.py:210(_NetlocResultMixinBytes)
        1    0.000    0.000    0.000    0.000 segments.py:83(InterpSegment)
        1    0.000    0.000    0.000    0.000 datatypes.py:394(Elf64_Sym)
        1    0.000    0.000    0.000    0.000 bdb.py:858(Tdb)
        1    0.000    0.000    0.000    0.000 core.py:24(SelectError)
        1    0.000    0.000    0.000    0.000 tarfile.py:701(ExFileObject)
        1    0.000    0.000    0.000    0.000 serialposix.py:43(PlatformSpecificBase)
        1    0.000    0.000    0.000    0.000 configparser.py:264(InterpolationMissingOptionError)
        1    0.000    0.000    0.000    0.000 six.py:103(MovedModule)
        1    0.000    0.000    0.000    0.000 subprocess.py:241(_cleanup)
        1    0.000    0.000    0.000    0.000 connection.py:579(SocketListener)
        1    0.000    0.000    0.000    0.000 traceback.py:318(StackSummary)
        1    0.000    0.000    0.000    0.000 client.py:426(ExpatParser)
        1    0.000    0.000    0.000    0.000 gadgets.py:3(Gadget)
        1    0.000    0.000    0.000    0.000 tz.py:1253(tzical)
        1    0.000    0.000    0.000    0.000 gnuversions.py:171(GNUVerDefSection)
        1    0.000    0.000    0.000    0.000 adapters.py:105(FlagsAdapter)
        1    0.000    0.000    0.000    0.000 debug.py:92(Debugger)
        1    0.000    0.000    0.000    0.000 _common.py:271(Error)
        1    0.000    0.000    0.000    0.000 __init__.py:170(LazyImporter)
        1    0.000    0.000    0.000    0.000 __init__.py:1728(RootLogger)
        1    0.000    0.000    0.000    0.000 csv.py:54(excel)
        1    0.000    0.000    0.000    0.000 connection.py:786(XmlListener)
        1    0.000    0.000    0.000    0.000 net.py:35(struct_sockaddr_in6)
        1    0.000    0.000    0.000    0.000 typing.py:1637(NamedTuple)
        1    0.000    0.000    0.000    0.000 parse.py:765(Quoter)
        1    0.000    0.000    0.000    0.000 client.py:847(MultiCall)
        1    0.000    0.000    0.000    0.000 __init__.py:46(ThumbEncoder)
        1    0.000    0.000    0.000    0.000 __init__.py:40(Message)
        1    0.000    0.000    0.000    0.000 sorteddict.py:634(SortedKeysView)
        1    0.000    0.000    0.000    0.000 adapters.py:155(PaddedStringAdapter)
        1    0.000    0.000    0.000    0.000 adapters.py:297(HexDumpAdapter)
        1    0.000    0.000    0.000    0.000 adapters.py:358(IndexingAdapter)
        1    0.000    0.000    0.000    0.000 core.py:1154(Anchor)
        1    0.000    0.000    0.000    0.000 core.py:1280(Pass)
        1    0.000    0.000    0.000    0.000 adapters.py:24(BitIntegerAdapter)
        1    0.000    0.000    0.000    0.000 spinners.py:2(<module>)
        1    0.000    0.000    0.000    0.000 csv.py:69(unix_dialect)
        1    0.000    0.000    0.000    0.000 threading.py:1281(_DummyThread)
        1    0.000    0.000    0.000    0.000 __init__.py:193(c_double)
        1    0.000    0.000    0.000    0.000 codecs.py:186(__init__)
        1    0.000    0.000    0.000    0.000 typing.py:1965(io)
        1    0.000    0.000    0.000    0.000 message.py:1168(EmailMessage)
        1    0.000    0.000    0.000    0.000 client.py:1412(InvalidURL)
        1    0.000    0.000    0.000    0.000 client.py:201(ProtocolError)
